title,authors,date,doi,url,article_type,open_access,description
Size-dependent deformation behavior in nanosized amorphous metals suggesting transition from collective to individual atomic transport,Naijia Liu; Sungwoo Sohn; Jan Schroers,2023-09-26,10.1038/s41467-023-41582-2,https://www.nature.com/articles/s41467-023-41582-2,,Yes,"How matter deform is a central question in mechanics of materials science. Here, the authors reveal a size-dependent deformation in amorphous metals changing at ~100 nanometer sample size from collective homogeneous flow to interface diffusion realized through individual atomic transport."
Chemical inhomogeneity–induced profuse nanotwinning and phase transformation in AuCu nanowires,Chengpeng Yang; Bozhao Zhang; Xiaodong Han,2023-09-14,10.1038/s41467-023-41485-2,https://www.nature.com/articles/s41467-023-41485-2,,Yes,"How the random solid solution (RSS) alloys accommodate plasticity and overcome strength-ductility trade-off remain unresolved. Here, the authors reveal atomic-scale plastic deformation of AuCu alloy, which shed light on the effect of chemical inhomogeneity on plastic deformation of RSS alloys."
Nanoscale ductile fracture and associated atomistic mechanisms in a body-centered cubic refractory metal,Yan Lu; Yongchao Chen; Xiaodong Han,2023-09-08,10.1038/s41467-023-41090-3,https://www.nature.com/articles/s41467-023-41090-3,,Yes,"Understanding the competing modes of brittle versus ductile fracture is critical for preventing material failure. Here, the authors reveal the atomic-scale processes of crack growth in Mo crystals, providing mechanistic insights into the ductile to brittle transition in BCC refractory metals."
Bamboo-like dual-phase nanostructured copper composite strengthened by amorphous boron framework,Hang Lv; Xinxin Gao; Weitao Zheng,2023-08-10,10.1038/s41467-023-40580-8,https://www.nature.com/articles/s41467-023-40580-8,,Yes,"Achieving strength and toughness synergy via microstructure design is challenging in materials science. Here, the authors construct a bamboo-like dual-phase copper-boron structure that has unique mechanical response resulting in simultaneous increase in hardness, strength, and ductility."
Experimental study platform for electrocatalysis of atomic-level controlled high-entropy alloy surfaces,Yoshihiro Chida; Takeru Tomimori; Toshimasa Wadayama,2023-07-26,10.1038/s41467-023-40246-5,https://www.nature.com/articles/s41467-023-40246-5,,Yes,"Understanding the surface atomic-level structure–property relationships of complex high-entropy alloy electrocatalysts is a challenge. Here, authors propose an experimental study platform to elucidate the relationship between surface nanostructures and high-entropy alloy electrocatalyst properties."
Giant uniaxial negative thermal expansion in FeZr2 alloy over a wide temperature range,Meng Xu; Qiang Li; Jun Chen,2023-07-24,10.1038/s41467-023-40074-7,https://www.nature.com/articles/s41467-023-40074-7,,Yes,"Negative thermal expansion alloys possess an important role in regulating thermal expansion. Here, the authors report a giant uniaxial negative thermal expansion, mainly driven by high-frequency optical branches, in metallic FeZr2 from 93 to 1078 K."
Mesoporous multimetallic nanospheres with exposed highly entropic alloy sites,Yunqing Kang; Ovidiu Cretu; Yusuke Yamauchi,2023-07-13,10.1038/s41467-023-39157-2,https://www.nature.com/articles/s41467-023-39157-2,,Yes,"Nanostructured materials made from multimetal alloys are attractive for catalytic applications. Here, the authors propose a soft-templating approach to prepare mesoporous PtPdRhRuCu nanospheres that feature exposed porous structures rich in highly entropic alloy sites."
Radial bimetallic structures via wire arc directed energy deposition-based additive manufacturing,Lile Squires; Ethan Roberts; Amit Bandyopadhyay,2023-06-22,10.1038/s41467-023-39230-w,https://www.nature.com/articles/s41467-023-39230-w,,Yes,"Bimetallic wire arc additive manufacturing has traditionally been limited to deposition of planar interfaces. Here, the authors demonstrate deposition of complex radial interfaces with in situ mechanical interlocking, resulting in the prestressed compressive effect in the as-built parts."
Substantially enhanced homogeneous plastic flow in hierarchically nanodomained amorphous alloys,Ge Wu; Sida Liu; Zhi-Wei Shan,2023-06-20,10.1038/s41467-023-39296-6,https://www.nature.com/articles/s41467-023-39296-6,,Yes,"Topological heterostructures are desired in metallic glasses to improve their mechanical properties. Here, the authors present an enthalpy-guided alloy design to introduce nanoscale chemical heterogeneity, producing a metallic glass with a large homogeneous plastic flow at room temperature."
Underlying factors determining grain morphologies in high-strength titanium alloys processed by additive manufacturing,Mohan S. K. K. Y. Nartu; Brian A. Welk; Hamish L. Fraser,2023-06-06,10.1038/s41467-023-38885-9,https://www.nature.com/articles/s41467-023-38885-9,,Yes,"Predictive scheme for Ti alloys with equiaxed microstructures is often limited by the methods based on growth restriction factors, Q. Here, the authors present a predictive solution based on the freezing range of alloys for columnar to equiaxed transition during fusion-based additive manufacturing."
Compact A15 Frank-Kasper nano-phases at the origin of dislocation loops in face-centred cubic metals,Alexandra M. Goryaeva; Christophe Domain; Mihai-Cosmin Marinica,2023-05-25,10.1038/s41467-023-38729-6,https://www.nature.com/articles/s41467-023-38729-6,,Yes,"It is historically assumed point defects in metals coalesce directly into larger dislocation loops. Here the authors revise the fundamental mechanism, reveal the formation of A15 nano-phase clusters in fcc metals prior to dislocation loops, and highlight the major implications of this discovery."
Ultra-strong tungsten refractory high-entropy alloy via stepwise controllable coherent nanoprecipitations,Tong Li; Tianwei Liu; Lanhong Dai,2023-05-25,10.1038/s41467-023-38531-4,https://www.nature.com/articles/s41467-023-38531-4,,Yes,"Tungsten-based alloys with ultrahigh strength and ductility are in high demand for a wide range of applications, potentially for fusion reactors. Here the authors develop a tungsten refractory high-entropy alloy with high strength (~2.15 GPa) and sufficient ductility (~15%)."
Synergy of multiple precipitate/matrix interface structures for a heat resistant high-strength Al alloy,Qiang Lu; Jianchuan Wang; Yong Du,2023-05-23,10.1038/s41467-023-38730-z,https://www.nature.com/articles/s41467-023-38730-z,,Yes,"Coarsening of precipitates in medium and high temperatures causes reduction in strength of Al alloys. Here, the authors design an Al-Cu-Mg-Ag-Si-Sc alloy with multiple interface structures, showing an excellent combination of strength and heat resistance compared to conventional Al alloys."
A quinary WTaCrVHf nanocrystalline refractory high-entropy alloy withholding extreme irradiation environments,O. El Atwani; H. T. Vo; E. Martinez,2023-05-02,10.1038/s41467-023-38000-y,https://www.nature.com/articles/s41467-023-38000-y,,Yes,"Refractory high entropy alloys (RHEAs) have recently been developed in the context of high-temperature and severe environmental applications. Here the authors, by combining simulation and experiments, develop an irradiation resistant, thermally stable, and strong RHEA for nuclear application."
Theory-guided design of high-entropy alloys with enhanced strength-ductility synergy,Zongrui Pei; Shiteng Zhao; Michael C. Gao,2023-05-02,10.1038/s41467-023-38111-6,https://www.nature.com/articles/s41467-023-38111-6,,Yes,"There is a lack of guiding parameters to design metallic materials such as high-entropy alloys with strength-ductility synergy. Here, the authors propose such an effective parameter κ, the ratio of short-ranged interactions between closed-pack planes, experimentally validated by six alloys."
Trifunctional nanoprecipitates ductilize and toughen a strong laminated metastable titanium alloy,Chongle Zhang; Shuaiyang Liu; Jun Sun,2023-03-13,10.1038/s41467-023-37155-y,https://www.nature.com/articles/s41467-023-37155-y,,Yes,"Engineering metastability can enhance the ductility of alloys, but it often comes at an expense of relatively low yield strength. Here, the authors fabricate a Ti-based alloy with heterogeneous laminated structures and α-nanoprecipitates that enhance yield strength without sacrificing ductility."
One dimensional wormhole corrosion in metals,Yang Yang; Weiyue Zhou; Andrew M. Minor,2023-02-22,10.1038/s41467-023-36588-9,https://www.nature.com/articles/s41467-023-36588-9,,Yes,"Corrosion is a ubiquitous failure mode in materials. Here the authors report a percolating 1D wormhole corrosion morphology using advanced electron microscopy and theoretical simulations. The work presents a vacancy mapping method with nm-resolution, identifying the incubation sites of the wormholes."
Manipulating the ordered oxygen complexes to achieve high strength and ductility in medium-entropy alloys,Meiyuan Jiao; Zhifeng Lei; Zhaoping Lu,2023-02-13,10.1038/s41467-023-36319-0,https://www.nature.com/articles/s41467-023-36319-0,,Yes,"Ordered oxygen complexes (OOCs) endow a unique interstitial strengthening mechanism for simultaneously enhancing strength and ductility in HEAs. Here, the authors demonstrate whether such mechanism can be extended to other alloy systems and how the formation of OOCs is tailored."
Pt-induced atomic-level tailoring towards paracrystalline high-entropy alloy,Xingjia He; Yu Zhang; Weitao Zheng,2023-02-11,10.1038/s41467-023-36423-1,https://www.nature.com/articles/s41467-023-36423-1,,Yes,"Paracrystalline state is still challenging to reach in alloy systems in a controlled manner. Here, the authors present an atomic-level tailoring route to create paracrystalline Zr-Nb-Hf-Ta-Mo high-entropy alloy through local amorphization induced by atomic-level Pt with negative mixing enthalpy."
Grain refinement in titanium prevents low temperature oxygen embrittlement,Yan Chong; Reza Gholizadeh; Nobuhiro Tsuji,2023-02-01,10.1038/s41467-023-36030-0,https://www.nature.com/articles/s41467-023-36030-0,,Yes,"Oxygen has long been considered as a detrimental impurity in pure titanium since it can severely deteriorate the ductility. Here, the authors propose a simple, yet effective strategy via grain refinement to solve this long-standing issue, while preserving its potential hardening effect."
Doubled strength and ductility via maraging effect and dynamic precipitate transformation in ultrastrong medium-entropy alloy,Hyun Chung; Won Seok Choi; Seok Su Sohn,2023-01-10,10.1038/s41467-023-35863-z,https://www.nature.com/articles/s41467-023-35863-z,,Yes,"Commercial maraging alloys provide high strength and toughness by traditional precipitation strengthening mechanism. Here, the authors demonstrate a new strategy involving deformable precipitates and their dynamic phase transformation resulting in a twofold enhancement of strength and ductility."
Toward the design of ultrahigh-entropy alloys via mining six million texts,Zongrui Pei; Junqi Yin; Dierk Raabe,2023-01-04,10.1038/s41467-022-35766-5,https://www.nature.com/articles/s41467-022-35766-5,,Yes,The avalanche of publications challenges the norm that researchers extract knowledge from literature to design materials. Here the authors present a text-mining method that is implemented based on the abstracts of 6.4 million papers to enable the design of new high entropy alloys.
Switching nanoprecipitates to resist hydrogen embrittlement in high-strength aluminum alloys,Yafei Wang; Bhupendra Sharma; Hiroyuki Toda,2022-11-18,10.1038/s41467-022-34628-4,https://www.nature.com/articles/s41467-022-34628-4,,Yes,"Hydrogen embrittlement limits the strengthening of aluminum alloys. Here, the authors propose the precipitate switching strategy to effectively control hydrogen embrittlement of high-strength aluminum alloys by utilizing the hydrogen trapping effect at T phase."
Mechanically derived short-range order and its impact on the multi-principal-element alloys,Jae Bok Seol; Won-Seok Ko; Hyoung Seop Kim,2022-11-09,10.1038/s41467-022-34470-8,https://www.nature.com/articles/s41467-022-34470-8,,Yes,"Unlike diffusion-mediated chemical short-range orders (SROs) in multi-principal element alloys, diffusionless SROs and their impact on alloys have been elusive. Here, the authors show the formation of strain-induced SROs by crystalline lattice defects, upon external loading at 77 K."
Ultrahigh-temperature melt printing of multi-principal element alloys,Xizheng Wang; Yunhao Zhao; Liangbing Hu,2022-11-07,10.1038/s41467-022-34471-7,https://www.nature.com/articles/s41467-022-34471-7,,Yes,"Multi-principal element alloy (MPEA) 3D printing is challenging due to the tradeoff between achieving high-temperature and sufficient heating zone. Here, the authors report an ultrahigh-temperature melt printing method that can achieve rapid melting and uniform elemental mixing for MPEA fabrication."
Hierarchical nano-martensite-engineered a low-cost ultra-strong and ductile titanium alloy,Chongle Zhang; Xiangyun Bao; Jun Sun,2022-10-10,10.1038/s41467-022-33710-1,https://www.nature.com/articles/s41467-022-33710-1,,Yes,It is challenging to obtain Ti alloys with ultrafine microstructure owing to the low thermal stability of crystallographic boundaries. Here the authors demonstrate a chemical boundary-based strategy to produce a hierarchical Ti alloy with nano-martensites that has excellent strength and ductility.
The influence of alloying on slip intermittency and the implications for dwell fatigue in titanium,Felicity F. Worsnop; Rachel E. Lim; David Dye,2022-10-10,10.1038/s41467-022-33437-z,https://www.nature.com/articles/s41467-022-33437-z,,Yes,It is important to understand dwell fatigue that has been implicated in several uncontained jet engine failures. Here the authors observe stress bursts due to slip intermittency in a Ti alloy using synchrotron x-ray diffraction microscopy to understand the roles of precipitates and trace oxygen.
Inhibiting weld cracking in high-strength aluminium alloys,Yanan Hu; Shengchuan Wu; Philip J. Withers,2022-10-03,10.1038/s41467-022-33188-x,https://www.nature.com/articles/s41467-022-33188-x,,Yes,"Fusion welding of 7000 series aluminum alloy is plagued by cracking from a fine equiaxed zone (FQZ). Here, the authors quantify key softening mechanisms, show the damage accumulation sequence, and propose a hybrid laser/arc welding strategy to mitigate the FQZ and increase weld strength&#xa0;and toughness."
Towards development of a high-strength stainless Mg alloy with Al-assisted growth of passive film,Qingchun Zhu; Yangxin Li; Xiaoqin Zeng,2022-10-03,10.1038/s41467-022-33480-w,https://www.nature.com/articles/s41467-022-33480-w,,Yes,"High-strength Mg alloys are often sought-after for automotive and aerospace applications, but they have an inferior corrosion resistance. Here, the authors develop a Mg-11Y-1Al (wt. %) alloy that shows both significantly improved mechanical properties and corrosion resistance."
Non-Hookean large elastic deformation in bulk crystalline metals,Sheng Xu; Takumi Odaira; Ryosuke Kainuma,2022-09-27,10.1038/s41467-022-32930-9,https://www.nature.com/articles/s41467-022-32930-9,,Yes,Engineering metals often suffer from a small elastic deformation with a linear stress-strain relationship obeying Hooke’s law. Here the authors observe a large nonlinear tensile elastic deformation with a strain of &gt;4.3% in a bulk Cu alloy that offers potential for elastic strain engineering.
Dislocation exhaustion and ultra-hardening of nanograined metals by phase transformation at grain boundaries,Shangshu Wu; Zongde Kou; Tao Feng,2022-09-17,10.1038/s41467-022-33257-1,https://www.nature.com/articles/s41467-022-33257-1,,Yes,"Strengthening of metals by grain refinement is limited by the inverse Hall-Petch effect. Here, the authors show nanograined metals can be strengthened by exhausting lattice dislocations via triggering of phase transformation at grain boundaries, instead of further grain refinement."
The origin of jerky dislocation motion in high-entropy alloys,Daniel Utt; Subin Lee; Karsten Albe,2022-08-15,10.1038/s41467-022-32134-1,https://www.nature.com/articles/s41467-022-32134-1,,Yes,Dislocations in high-entropy alloys encounter pinning during glide resulting in jerky motion. Here the authors demonstrate that the density of high local Peierls force is proportional to the critical stress required for their glide and mobility.
Phase-selective recrystallization makes eutectic high-entropy alloys ultra-ductile,Qingfeng Wu; Feng He; Jincheng Wang,2022-08-10,10.1038/s41467-022-32444-4,https://www.nature.com/articles/s41467-022-32444-4,,Yes,The ever most widely used eutectic alloys often suffer from limited ductility. Here the authors propose a distinctive concept of phase-selective recrystallization to significantly improve their ductility and strength and pave the way for new applications of the widespread eutectic alloys.
Designing against phase and property heterogeneities in additively manufactured titanium alloys,Jingqi Zhang; Yingang Liu; Ming-Xing Zhang,2022-08-09,10.1038/s41467-022-32446-2,https://www.nature.com/articles/s41467-022-32446-2,,Yes,Additively manufactured Ti alloys exhibit spatially dependent microstructures and mechanical properties owing to the intrinsic thermal cycling. Here the authors develop new Ti alloys with uniform mechanical properties through a rational alloy design.
Thermodynamics-guided alloy and process design for additive manufacturing,Zhongji Sun; Yan Ma; Dierk Raabe,2022-07-27,10.1038/s41467-022-31969-y,https://www.nature.com/articles/s41467-022-31969-y,,Yes,"Production defects prevent many industrially important materials from being adopted by metal additive manufacturing. Here, the authors propose a universal thermodynamics-guided alloy design approach to assist the discovery of crack-free materials."
Revisiting stress-corrosion cracking and hydrogen embrittlement in 7xxx-Al alloys at the near-atomic-scale,Martí López Freixes; Xuyang Zhou; Baptiste Gault,2022-07-25,10.1038/s41467-022-31964-3,https://www.nature.com/articles/s41467-022-31964-3,,Yes,"High-strength Al alloys are sensitive to stress corrosion cracking and hydrogen embrittlement that limit their applications. Here the authors examine them at near-atomic scale using advanced microscopy and reveal hydrogen at dislocations and grain boundaries, and subsequent microstructural changes."
In situ atomic-scale observation of dislocation climb and grain boundary evolution in nanostructured metal,Shufen Chu; Pan Liu; Mingwei Chen,2022-07-18,10.1038/s41467-022-31800-8,https://www.nature.com/articles/s41467-022-31800-8,,Yes,"Dislocation climb is crucial to plasticity and creep of materials. Here, the authors report real-time atomic-scale observations of grain boundary dislocation climb in nanostructured Au at room temperature. The dislocation climb occurs by reconstruction of two atomic columns in the dislocation core."
High stress twinning in a compositionally complex steel of very high stacking fault energy,Zhangwei Wang; Wenjun Lu; Zhiming Li,2022-06-23,10.1038/s41467-022-31315-2,https://www.nature.com/articles/s41467-022-31315-2,,Yes,"Mechanical twinning is difficult to trigger in face centered cubic alloys with high stacking fault energies (SFEs) under standard tensile loading. Here, the authors report high stress twinning in a bulk compositionally complex steel of very high SFE, enhancing the material’s mechanical performance."
Freezing solute atoms in nanograined aluminum alloys via high-density vacancies,Shenghua Wu; Hanne S. Soreide; Jun Sun,2022-06-17,10.1038/s41467-022-31222-6,https://www.nature.com/articles/s41467-022-31222-6,,Yes,Low-temperature decomposition and insufficient plastic deformability are bottlenecks that limit the practical applications of nanograined Al alloys. Here the authors utilize a high density vacancies in combination with Sc microalloying to stabilize nanograined Al-Cu alloys.
Allotropy in ultra high strength materials,A. S. L. Subrahmanyam Pattamatta; David J. Srolovitz,2022-06-09,10.1038/s41467-022-30845-z,https://www.nature.com/articles/s41467-022-30845-z,,Yes,"Here the authors propose a crystal thermodynamics framework describing the tensor stress induced phase transformations in solids based on nonlinear elasticity and first principles calculations. The proposed approach enables balanced design of high-strength, high-ductility materials."
Anomalous size effect on yield strength enabled by compositional heterogeneity in high-entropy alloy nanoparticles,Jingyuan Yan; Sheng Yin; Qian Yu,2022-05-19,10.1038/s41467-022-30524-z,https://www.nature.com/articles/s41467-022-30524-z,,Yes,"Compositional heterogeneity in high-entropy alloys (HEAs) has gained lots of attention, but its relation with the properties remains vague. Here the authors report an anomalous size effect on strength by the compositional heterogeneity, which provides new insights in its connection to properties."
Atomistic mechanism of phase transformation between topologically close-packed complex intermetallics,Huixin Jin; Jianxin Zhang; Xiaodong Han,2022-05-05,10.1038/s41467-022-30040-0,https://www.nature.com/articles/s41467-022-30040-0,,Yes,"It is challenging to study how topologically close-packed phases (TCPs) transform between one phase to another. Here the authors use atomic-resolved tools to look at the transformation between μ and P phases, revealing an intrinsic link between seemingly unrelated TCP configurations."
Massive interstitial solid solution alloys achieve near-theoretical strength,Chang Liu; Wenjun Lu; Dierk Raabe,2022-03-01,10.1038/s41467-022-28706-w,https://www.nature.com/articles/s41467-022-28706-w,,Yes,Interstitials can substantially strengthen metals. Here the authors show a massive interstitial solid solution (MISS) approach enabling a model multicomponent alloy to achieve near-theoretical strength together with large deformability.
Controlling process instability for defect lean metal additive manufacturing,Minglei Qu; Qilin Guo; Lianyi Chen,2022-02-28,10.1038/s41467-022-28649-2,https://www.nature.com/articles/s41467-022-28649-2,,Yes,"Defects induced by process instabilities in metal additive manufacturing limit its applications. Here, the authors report controlling laser-powder bed interaction instabilities by nanoparticles leads to defect lean metal additive manufacturing."
Rejuvenation of plasticity via deformation graining in magnesium,Bo-Yu Liu; Zhen Zhang; Zhi-Wei Shan,2022-02-25,10.1038/s41467-022-28688-9,https://www.nature.com/articles/s41467-022-28688-9,,Yes,"Understanding deformation of Mg along the c-axis is important for wrought processing of Mg. Here the authors report deformation graining in submicron single crystal Mg where the initial single crystal evolves into ultrafine grains that rejuvenates dislocation activities, enabling large plasticity."
Chemical medium-range order in a medium-entropy alloy,Jing Wang; Ping Jiang; Xiaolei Wu,2022-02-23,10.1038/s41467-022-28687-w,https://www.nature.com/articles/s41467-022-28687-w,,Yes,"The existence of chemical medium-range order (CMRO) in high- and medium- entropy alloys remains conjectural. Here the authors show evidences of CMRO by electron diffraction spots of lattice periodicity, observable entities, occupancy of preferential species, and stable sizes upon deformation."
Mild-to-wild plastic transition is governed by athermal screw dislocation slip in bcc Nb,Q. Rizzardi; C. McElfresh; R. Maaß,2022-02-23,10.1038/s41467-022-28477-4,https://www.nature.com/articles/s41467-022-28477-4,,Yes,Recent studies have recognized that plasticity in metals can be controlled by dislocation avalanches. Here the authors examine temperature-dependent microplasticity in bcc Nb and reveal the dominance of athermal screw dislocation activity during intermittent slip.
Enhanced corrosion resistance by engineering crystallography on metals,X. X. Wei; B. Zhang; X. L. Ma,2022-02-07,10.1038/s41467-022-28368-8,https://www.nature.com/articles/s41467-022-28368-8,,Yes,"Passive films on metal surfaces provide better corrosion resistance, but they can degrade in long-term service. Here the authors demonstrate a strategy to engineer crystallographic configuration at the metal/film interface to further improve corrosion resistance."
Visualization and validation of twin nucleation and early-stage growth in magnesium,Lin Jiang; Mingyu Gong; Julie M. Schoenung,2022-01-10,10.1038/s41467-021-27591-z,https://www.nature.com/articles/s41467-021-27591-z,,Yes,"The origins of deformation twins in Mg have remained unclear in the past. Here the authors, by combining in situ experimental observations and atomistic simulations, capture the rapid twinning phenomena in Mg crystals and show that twinning occurs through pure atomic shuffle."
Twinning-assisted dynamic adjustment of grain boundary mobility,Qishan Huang; Qi Zhu; Jiangwei Wang,2021-11-18,10.1038/s41467-021-27002-3,https://www.nature.com/articles/s41467-021-27002-3,,Yes,"Grain boundary can change its structure upon deformation. Here, the authors show that during this process, grain boundary mobility can be tuned dynamically via a self-stimulated twinning process."
Substantially enhanced plasticity of bulk metallic glasses by densifying local atomic packing,Yuan Wu; Di Cao; Zhaoping Lu,2021-11-12,10.1038/s41467-021-26858-9,https://www.nature.com/articles/s41467-021-26858-9,,Yes,"Common wisdom to improve ductility of bulk metallic glasses (BMGs) is to introduce local loose packing regions at the expense of strength. Here the authors enhance structural fluctuations of BMGs by introducing dense local packing regions, resulting in simultaneous increase of ductility and strength."
Elimination of oxygen sensitivity in α-titanium by substitutional alloying with Al,Yan Chong; Ruopeng Zhang; Andrew M. Minor,2021-10-25,10.1038/s41467-021-26374-w,https://www.nature.com/articles/s41467-021-26374-w,,Yes,"Individual addition of O or Al is known to deteriorate ductility of Ti alloys, especially at cryogenic temperatures. Here the authors demonstrate a counter-intuitive effect where significant addition of both Al and O substantially improves both strength and ductility in a Ti-6Al-0.3 O ternary alloy."
Aluminum depletion induced by co-segregation of carbon and boron in a bcc-iron grain boundary,A. Ahmadian; D. Scheiber; G. Dehm,2021-10-14,10.1038/s41467-021-26197-9,https://www.nature.com/articles/s41467-021-26197-9,,Yes,"The local variation of grain boundary atomic structure and chemistry caused by segregation of impurities influences the macroscopic properties of polycrystalline materials. Here, the effect of co-segregation of carbon and boron on the depletion of aluminum in a α − Fe grain boundary is shown."
Reactive wear protection through strong and deformable oxide nanocomposite surfaces,Chang Liu; Zhiming Li; Dierk Raabe,2021-09-17,10.1038/s41467-021-25778-y,https://www.nature.com/articles/s41467-021-25778-y,,Yes,Wear-resistant metals have long been a pursuit of reducing wear-related energy and material loss. Here the authors present the ‘reactive wear protection’ strategy via friction-induced in situ formation of strong and deformable oxide nanocomposites on a surface.
Achieving high strength and ductility in ODS-W alloy by employing oxide@W core-shell nanopowder as precursor,Zhi Dong; Zongqing Ma; Yongchang Liu,2021-08-20,10.1038/s41467-021-25283-2,https://www.nature.com/articles/s41467-021-25283-2,,Yes,Aggregation and coarsening of the second-phase oxide particles at grain boundaries have been a bottleneck for improving mechanical properties of oxide-dispersion-strengthened (ODS) alloys. Here the authors employ core-shell nanopowder precursors to achieve uniform dispersion of oxides in ODS alloys.
Simultaneously enhancing the ultimate strength and ductility of high-entropy alloys via short-range ordering,Shuai Chen; Zachary H. Aitken; Yong-Wei Zhang,2021-08-16,10.1038/s41467-021-25264-5,https://www.nature.com/articles/s41467-021-25264-5,,Yes,"The strength-ductility trade-off has been a long-standing problem for alloy development. Here the authors present a route for designing high-entropy alloys to overcome this trade-off via short-range ordering shown by combined Monte Carlo, molecular dynamic, and density-functional theory simulations."
Shear band-driven precipitate dispersion for ultrastrong ductile medium-entropy alloys,Tae Jin Jang; Won Seok Choi; Seok Su Sohn,2021-08-04,10.1038/s41467-021-25031-6,https://www.nature.com/articles/s41467-021-25031-6,,Yes,"Precipitation hardening, used as an effective strengthening strategy in various alloy systems, has been usually achieved by coherent precipitates. Here, the authors develop ultrastrong ductile alloys employing structurally dissimilar semicoherent precipitates by shear band-driven precipitation."
Evading strength-corrosion tradeoff in Mg alloys via dense ultrafine twins,Changjian Yan; Yunchang Xin; Qing Liu,2021-07-29,10.1038/s41467-021-24939-3,https://www.nature.com/articles/s41467-021-24939-3,,Yes,"Conventional ultrafine grains can generate high-strength Mg alloys, but non-equilibrium grain boundaries deteriorates their corrosion resistance. Here, the authors present ultrafine grained Mg alloys with dense twins that display high strength and reduced corrosion rate by one order of magnitude."
High-throughput design of high-performance lightweight high-entropy alloys,Rui Feng; Chuan Zhang; Peter K. Liaw,2021-07-15,10.1038/s41467-021-24523-9,https://www.nature.com/articles/s41467-021-24523-9,,Yes,Advanced screening strategies for the design of high-entropy alloys are highly desirable. Here the authors use the project-oriented design strategy and CALPHAD-based high-throughput calculation tool to rapidly screen promising Al-Cr-Fe-Mn-Ti structural HEAs for high-temperature applications.
Stacking fault energy in concentrated alloys,Mulaine Shih; Jiashi Miao; Maryam Ghazisaeidi,2021-06-11,10.1038/s41467-021-23860-z,https://www.nature.com/articles/s41467-021-23860-z,,Yes,The stacking fault energy is connected to the response of crystals to deformation. Here the authors report a computational study in a model NiCo system to demonstrate the key importance of the dislocation/solute interaction for the accurate assessment of stacking fault energy in alloys beyond dilute limit.
Enhancing fatigue life by ductile-transformable multicomponent B2 precipitates in a high-entropy alloy,Rui Feng; You Rao; Peter. K. Liaw,2021-06-11,10.1038/s41467-021-23689-6,https://www.nature.com/articles/s41467-021-23689-6,,Yes,"A fundamental understanding of fatigue-failure mechanisms is key to develop robust structural materials. Here the authors report a high entropy alloy with enhanced fatigue life by ductile transformable multicomponent B2 precipitates, as revealed by combined experimental and simulation methods."
Strain rate dependency of dislocation plasticity,Haidong Fan; Qingyuan Wang; Michael Zaiser,2021-03-23,10.1038/s41467-021-21939-1,https://www.nature.com/articles/s41467-021-21939-1,,Yes,"The relationship between the strain rate and micro-scale deformation in metals is still poorly understood. Here the authors use discrete dislocation dynamics and molecular dynamics to establish a universal relationship between material strength, dislocation density, strain rate and dislocation mobility in fcc metals."
Mechanisms for &lt;100&gt; interstitial dislocation loops to diffuse in BCC iron,N. Gao; Z. W. Yao; F. Gao,2021-01-11,10.1038/s41467-020-20574-6,https://www.nature.com/articles/s41467-020-20574-6,,Yes,The mobility of dislocation loops in materials is of key importance to understanding their deformation behavior. Here the authors using self-adaptive accelerated molecular dynamics show self-diffusion of &lt;100&gt; interstitial loops in body-centered cubic (BCC) iron by changing its habit plane as also confirmed by transmission electron microscopy (TEM) measurements.
Learning grain boundary segregation energy spectra in polycrystals,Malik Wagih; Peter M. Larsen; Christopher A. Schuh,2020-12-11,10.1038/s41467-020-20083-6,https://www.nature.com/articles/s41467-020-20083-6,,Yes,"Predicting segregation energies of alloy systems can be challenging even for a single grain boundary. Here the authors propose a machine-learning framework, which maps the local environments on a distribution of segregation energies, to predict segregation energies of alloy elements in polycrystalline materials."
Ultrahigh strength and ductility in newly developed materials with coherent nanolamellar architectures,Lei Fan; Tao Yang; Chain-Tsuan Liu,2020-12-07,10.1038/s41467-020-20109-z,https://www.nature.com/articles/s41467-020-20109-z,,Yes,Nano-lamellar materials with ultrahigh strengths are highly desirable for technological applications. Here the authors report a nanolamellar architecturing approach by utilizing coherent L12 structures to achieve ultrahigh strength and ductility in Ni-Fe-Co-Cr-Al-Ti multicomponent alloys.
Training high-strength aluminum alloys to withstand fatigue,Qi Zhang; Yuman Zhu; Christopher Hutchinson,2020-10-15,10.1038/s41467-020-19071-7,https://www.nature.com/articles/s41467-020-19071-7,,Yes,"The fatigue performance of high strength aluminum alloys is notoriously poor, leading to design limitations for transportation structures. Here the authors design microstructures to exploit the mechanical energy of fatigue to dynamically heal the microstructural weak points and improve the high cycle fatigue life."
Repulsion leads to coupled dislocation motion and extended work hardening in bcc metals,K. Srivastava; D. Weygand; P. Gumbsch,2020-10-09,10.1038/s41467-020-18774-1,https://www.nature.com/articles/s41467-020-18774-1,,Yes,"Work hardening of tungsten in the thermally activated regime is highly orientation dependent. Here, we show that kink-pair nucleation controlled coupled motion of repulsively oriented screw dislocation pairs occurs and leads to an orientation dependent additional plastic slip on unexpected slip systems."
A defect-resistant Co–Ni superalloy for 3D printing,Sean P. Murray; Kira M. Pusch; Tresa M. Pollock,2020-10-02,10.1038/s41467-020-18775-0,https://www.nature.com/articles/s41467-020-18775-0,,Yes,"Additive manufacturing promises a major transformation of the production of high economic value metallic materials. Here, the authors describe a new class of 3D printable superalloys that are amenable to crack-free 3D printing via electron beam melting as well as selective laser melting."
